City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,lagoa,39.05,-27.9833,19.66,67,75,3.04,PT,1689613941
365,ljusdal,61.8288,16.0913,16.51,80,97,4.95,SE,1689613942
366,gadzhiyevo,69.2551,33.3362,19.59,63,82,4.8,RU,1689613671
367,namibe,-15.1961,12.1522,21.7,66,0,3.17,AO,1689613669
368,dalandzadgad,43.5708,104.425,28.12,18,53,6.79,MN,1689613367
369,tromso,69.6496,18.957,14.01,88,75,7.2,NO,1689613398
370,ketchikan,55.3422,-131.6461,16.26,82,100,4.12,US,1689613943
371,hirara,24.8,125.2833,28.58,81,99,8.48,JP,1689613943
372,diego de almagro,-26.3667,-70.05,24.84,11,0,3.64,CL,1689613943
373,vylkove,45.4021,29.586,26.68,46,1,5.43,UA,1689613943
374,cidreira,-30.1811,-50.2056,12.81,57,0,5.88,BR,1689613686
375,corinto,37.9407,22.9573,33.27,34,0,2.8,GR,1689613944
376,taranagar,28.6709,75.0351,34.17,52,92,4.43,IN,1689613944
377,kiunga,-6.1219,141.2906,22.57,95,81,0.83,PG,1689613741
378,daoukro,7.0591,-3.9631,25.85,92,100,1.37,CI,1689613944
379,awjilah,29.1081,21.2869,37.89,17,0,5.97,LY,1689613945
380,esperanza,19.5847,-70.9849,33.32,35,19,6.2,DO,1689613427
381,meulaboh,4.1363,96.1285,25.17,87,89,1.65,ID,1689613945
382,kununurra,-15.7667,128.7333,16.99,63,10,1.54,AU,1689613945
383,vilyuchinsk,52.9306,158.4028,13.15,94,81,0.43,RU,1689613575
384,cranbrook,49.4999,-115.7688,25.91,31,75,2.57,CA,1689613873
385,smithers,54.7804,-127.1743,14.18,88,75,1.54,CA,1689613452
386,tenno,39.9,139.9667,23.21,96,64,4.11,JP,1689613946
387,enewetak,11.3474,162.3373,28.05,77,44,5.27,MH,1689613610
388,valenca,-13.3703,-39.0731,27.66,56,73,3.02,BR,1689613947
389,ascension,30.2169,-90.9001,32.84,71,75,3.09,US,1689613947
390,bahia de caraquez,-0.6,-80.4167,29.1,74,98,1.69,EC,1689613947
391,remire-montjoly,4.9167,-52.2667,31.02,66,75,4.12,GF,1689613748
392,mahina,-17.5065,-149.489,20.87,68,0,2.06,PF,1689613243
393,new haven,41.4001,-72.9329,31.45,61,0,5.14,US,1689613944
394,twon-brass,4.3151,6.2418,26.45,82,84,6.21,NG,1689613948
395,wulingyuan,29.3494,110.5441,22.17,91,7,1.31,CN,1689613948
396,broome,42.2506,-75.833,28.9,72,20,5.66,US,1689613949
397,ghat,24.9647,10.1728,38.08,9,25,5.45,LY,1689613949
398,megion,61.0296,76.1136,15.01,55,68,3.52,RU,1689613949
399,goribidnur,13.6111,77.5167,23.82,75,99,5.71,IN,1689613950
400,zheleznodorozhnyy,55.7503,38.0042,26.29,56,11,1.45,RU,1689613950
401,new norfolk,-42.7826,147.0587,11.72,60,68,3.96,AU,1689613950
402,isiro,2.7739,27.616,25.02,68,68,1.28,CD,1689613950
403,rio grande,-32.035,-52.0986,12.06,57,4,6.36,BR,1689613950
404,kalianget,-7.05,113.9333,26.04,77,10,7.23,ID,1689613951
405,novoaleksandrovsk,45.4948,41.2207,20.88,59,56,2.6,RU,1689613951
406,mugia,43.1041,-9.2179,27.17,75,0,9.83,ES,1689613951
407,tsarevo,42.1667,27.85,24.37,64,0,3.17,BG,1689613951
408,bridgewater,44.3835,-64.5155,20.82,94,100,8.75,CA,1689613951
409,asilah,35.465,-6.0348,31.98,64,3,3.59,MA,1689613952
410,mujiayingzi,42.1167,118.7833,22.05,50,4,2.95,CN,1689613952
411,sena madureira,-9.0656,-68.6569,35.81,35,13,1.24,BR,1689613952
412,birjand,32.8663,59.2211,32.26,12,0,4.12,IR,1689613428
413,torghay,49.6339,63.4981,23.98,46,100,6.32,KZ,1689613952
414,santa ana,33.7456,-117.8678,32.74,73,75,4.63,US,1689613936
415,tagta,41.6504,59.9164,24.08,55,86,8.87,TM,1689613953
416,zaozersk,69.4005,32.4476,18.89,69,84,5.68,RU,1689613755
417,geraldton,-28.7667,114.6,8.23,81,2,2.57,AU,1689613912
418,buckie,57.6757,-2.9624,15.88,87,91,6.65,GB,1689613954
419,merizo village,13.2658,144.6691,28.31,81,92,5.09,GU,1689613954
420,bengkulu,-3.8004,102.2655,24.69,90,80,2.45,ID,1689613954
421,muroto-misakicho,33.2833,134.15,26.57,90,6,3.58,JP,1689613959
422,brookings,44.3114,-96.7984,20.66,56,0,6.17,US,1689613259
423,kenai,60.5544,-151.2583,13.05,98,100,6.17,US,1689613960
424,kabba,7.8287,6.0731,26.62,83,62,1.81,NG,1689613960
425,yazihan,38.5947,38.18,27.15,22,0,4.63,TR,1689613960
426,altay,47.8667,88.1167,19.48,38,20,2.34,CN,1689613960
427,zhosaly,45.4878,64.0781,28.78,27,35,15.41,KZ,1689613961
428,la libertad,-2.2333,-80.9,28.81,74,20,4.85,EC,1689613961
429,veraval,20.9,70.3667,28.28,83,26,6.78,IN,1689613961
430,rongelap,11.1635,166.8941,27.91,80,35,5.66,MH,1689613961
431,rabo de peixe,37.8,-25.5833,20.73,64,75,1.54,PT,1689613961
432,kristiansund,63.1115,7.732,14.36,82,75,7.2,NO,1689613418
433,yung shue wan,22.2333,114.1167,28.75,87,100,12.16,HK,1689613369
434,mitu,1.1983,-70.1733,30.7,61,30,1.5,CO,1689613962
435,ploudalmezeau,48.5333,-4.65,20.21,56,40,3.09,FR,1689613962
436,gharyan,32.1722,13.0203,32.45,16,0,7.46,LY,1689613962
437,vuktyl,63.8567,57.3094,19.81,68,62,0.51,RU,1689613963
438,rabigh,22.7986,39.0349,32.48,54,4,4.08,SA,1689613963
439,dolores hidalgo cuna de la independencia nacional,21.1561,-100.9308,24.32,38,9,5.0,MX,1689613963
440,nuku'alofa,-21.1333,-175.2,20.19,68,20,5.14,TO,1689613963
441,port saint john's,-31.6229,29.5448,19.57,59,27,2.29,ZA,1689613379
442,bandarbeyla,9.4942,50.8122,24.14,82,35,14.21,SO,1689613566
443,nagato,34.3833,131.2,24.78,91,83,1.1,JP,1689613964
444,nabha,30.3747,76.1486,31.74,63,62,2.76,IN,1689613964
445,kralendijk,12.15,-68.2667,30.99,70,75,5.66,BQ,1689613965
446,kargasok,59.0556,80.8572,15.17,60,8,2.8,RU,1689613965
447,fortuna,40.5982,-124.1573,17.97,87,100,4.12,US,1689613756
448,laguna,38.421,-121.4238,33.38,42,0,4.63,US,1689613966
449,butha-buthe,-28.8333,28.5,3.72,46,0,0.82,LS,1689613966
450,trevelin,-43.0858,-71.4639,0.71,78,20,1.06,AR,1689613966
451,troitsko-pechorsk,62.7084,56.1964,20.52,58,87,0.72,RU,1689613966
452,kone,-21.0595,164.8658,19.53,80,71,2.25,NC,1689613658
453,merlo,-32.3429,-65.014,7.64,63,92,2.13,AR,1689613967
454,muskegon,43.3,-86.1334,22.93,62,20,4.63,US,1689613753
455,waingapu,-9.6567,120.2641,22.8,85,8,4.72,ID,1689613750
456,grand rapids,42.9634,-85.6681,24.23,56,20,7.72,US,1689613803
457,havre,49.5833,0.3333,21.3,77,7,4.63,FR,1689613968
458,vanimo,-2.6741,141.3028,25.2,88,47,0.44,PG,1689613369
459,cockburn town,21.4612,-71.1419,28.56,83,99,8.1,TC,1689613712
460,misratah,32.3754,15.0925,29.79,61,0,5.55,LY,1689613968
461,kill devil hills,36.0307,-75.676,33.0,83,75,4.12,US,1689613885
462,nueva gerona,21.8833,-82.8,32.32,59,45,5.65,CU,1689613969
463,severo-yeniseyskiy,60.3725,93.0408,8.82,70,4,0.64,RU,1689613969
464,constantia,44.1833,28.65,28.38,61,0,6.08,RO,1689613499
465,qoryooley,1.7878,44.53,24.26,82,15,7.47,SO,1689613371
466,sao jose da coroa grande,-8.8978,-35.1478,26.0,74,29,5.77,BR,1689613380
467,antalaha,-14.9003,50.2788,22.03,84,38,3.73,MG,1689613970
468,natal,-5.795,-35.2094,28.36,69,40,5.66,BR,1689613831
469,palmer,42.1584,-72.3287,30.9,54,75,3.09,US,1689613960
470,guiratinga,-16.3494,-53.7583,34.55,20,4,2.08,BR,1689613970
471,talalayivka,50.9578,31.9209,25.75,60,49,1.24,UA,1689613970
472,stuttgart,48.7823,9.177,27.79,41,0,6.17,DE,1689613971
473,upper grand lagoon,30.1633,-85.7408,33.37,68,79,1.79,US,1689613971
474,hassi messaoud,31.6804,6.0729,43.92,5,5,3.09,DZ,1689613971
475,rakovnik,50.1037,13.7334,27.79,29,11,6.66,CZ,1689613971
476,burang,30.25,81.1667,13.04,76,100,2.01,CN,1689613150
477,dolisie,-4.1997,12.6739,27.9,53,45,3.74,CG,1689613972
478,leshan,29.5623,103.7639,23.41,93,67,0.78,CN,1689613851
479,east end,34.5507,-92.341,33.19,73,2,2.87,US,1689613972
480,tanout,14.9709,8.8879,38.76,17,22,1.32,NE,1689613972
481,malvan,16.0667,73.4667,26.86,86,100,7.64,IN,1689613973
482,saint-pierre,-21.3393,55.4781,21.82,83,100,2.06,RE,1689613973
483,dryden,49.7833,-92.7503,15.16,82,100,2.57,CA,1689613639
484,xinmin,41.9908,122.8253,21.02,81,12,1.93,CN,1689613973
485,mizdah,31.4451,12.9801,36.71,11,0,8.95,LY,1689613691
486,bazarak,35.3129,69.5152,20.58,30,0,4.82,AF,1689613974
487,haiku-pauwela,20.9219,-156.3051,25.02,74,20,4.63,US,1689613723
488,dongsheng,39.8161,109.9776,23.09,35,2,4.93,CN,1689613974
489,at-bashi,41.1702,75.8106,15.93,70,26,1.63,KG,1689613974
490,sar-e pul,35.8333,66.1667,23.1,23,0,1.96,AF,1689613974
491,nemuro,43.3236,145.575,13.84,97,100,2.24,JP,1689613678
492,opuwo,-18.0607,13.84,20.0,21,0,3.68,NA,1689613975
493,hachinohe,40.5,141.5,22.92,87,40,3.91,JP,1689613975
494,pecos,31.4229,-103.4932,36.05,20,0,0.0,US,1689613975
495,lander,42.833,-108.7307,27.84,41,0,1.54,US,1689613394
496,vila franca do campo,37.7167,-25.4333,21.23,75,90,1.76,PT,1689613976
497,coquimbo,-29.9533,-71.3436,14.85,77,20,5.14,CL,1689613631
498,toliara,-23.35,43.6667,20.2,77,0,5.34,MG,1689613976
499,bathsheba,13.2167,-59.5167,29.4,73,49,6.6,BB,1689613976
500,brokopondo,4.75,-55.1667,29.09,62,49,1.34,SR,1689613644
501,cobija,-11.0267,-68.7692,36.01,30,14,0.72,BO,1689613976
502,yamada,39.4667,141.95,23.11,90,20,2.02,JP,1689613977
503,sainyabuli,19.25,101.75,22.45,96,100,1.0,LA,1689613977
504,piti village,13.4626,144.6933,28.49,83,20,2.06,GU,1689613977
505,homer,59.6425,-151.5483,13.91,98,75,0.0,US,1689613977
506,plettenberg bay,-34.0527,23.3716,14.31,83,53,1.46,ZA,1689613977
507,villa maria grande,-31.6656,-59.9018,12.65,38,0,3.44,AR,1689613978
508,balakhta,55.38,91.6,13.92,92,9,0.84,RU,1689613978
509,kyren,51.6828,102.1408,15.69,94,99,0.64,RU,1689613978
510,shuangjiang,26.1547,109.7138,21.94,95,100,2.19,CN,1689613979
511,kenora,49.8167,-94.4337,16.54,82,100,4.47,CA,1689613979
512,ancud,-41.8697,-73.8203,6.64,62,57,3.39,CL,1689613979
513,byron bay,-28.65,153.6167,13.17,86,94,0.32,AU,1689613408
514,monrovia,6.3005,-10.7969,26.22,81,98,4.26,LR,1689613979
515,koudougou,12.25,-2.3667,35.58,35,75,2.3,BF,1689613980
516,bahce,37.1972,36.5766,27.96,24,0,1.6,TR,1689613980
517,mana,5.6592,-53.7767,28.86,69,96,3.0,GF,1689613980
518,walvis bay,-22.9575,14.5053,23.38,29,0,5.82,NA,1689613980
519,al kharj,24.155,47.3346,40.32,6,23,4.75,SA,1689613980
520,kittila,67.6647,24.8936,18.12,68,20,5.66,FI,1689613981
521,igarka,67.4667,86.5833,13.63,95,88,5.61,RU,1689613384
522,la sarre,48.8002,-79.1996,20.43,57,85,6.29,CA,1689613981
523,leava,-14.3,-178.1667,26.46,82,96,10.65,WF,1689613982
524,louga,58.7372,29.8453,22.07,48,19,3.22,RU,1689613983
525,fauske,67.2588,15.3918,14.97,92,88,2.48,NO,1689613983
526,collie,-33.3667,116.15,9.82,84,96,2.65,AU,1689613983
527,yuzhno-kurilsk,44.0306,145.8556,12.51,97,100,1.17,RU,1689613661
528,ad darb,17.7229,42.2526,36.57,26,69,6.56,SA,1689613984
529,margate,51.3813,1.3862,21.6,59,88,4.02,GB,1689613697
530,ippy,6.2679,21.2247,25.21,80,57,1.54,CF,1689613984
531,whakatane,-37.9585,176.9854,9.87,99,3,2.16,NZ,1689613984
532,dzilam gonzalez,21.2833,-88.9333,35.04,44,53,3.18,MX,1689613985
533,zlatograd,41.3833,25.1,27.8,40,2,1.55,BG,1689613985
534,queenstown,-31.8976,26.8753,13.4,33,30,3.09,ZA,1689613613
535,hovd,48.0056,91.6419,20.92,37,83,1.54,MN,1689613985
536,namsos,64.4662,11.4957,15.95,67,75,3.6,NO,1689613986
537,coahuayana de hidalgo,18.7,-103.6583,28.14,79,89,0.68,MX,1689613732
538,cannonvale,-20.2833,148.7,18.66,88,74,7.22,AU,1689613986
539,poyarkovo,49.6,128.6833,17.27,85,40,2.3,RU,1689613986
540,lijiang,26.8688,100.2207,15.7,83,97,0.93,CN,1689613987
541,coron,11.9986,120.2043,25.78,88,87,2.21,PH,1689613987
542,san jose de guanipa,8.8872,-64.1651,32.26,48,26,4.85,VE,1689613987
543,acapulco de juarez,16.8634,-99.8901,24.9,94,100,1.03,MX,1689613401
544,chernyshevskiy,63.0128,112.4714,9.71,92,64,4.15,RU,1689613988
545,stantsiya novyy afon,43.0806,40.8383,21.89,73,20,1.19,GE,1689613988
546,lionel town,17.8101,-77.2406,32.94,54,14,5.92,JM,1689613988
547,ust'-ordynskiy,52.805,104.7508,15.42,82,97,1.63,RU,1689613989
548,augusto correa,-1.0217,-46.635,28.78,68,12,3.33,BR,1689613989
549,canmore,51.0834,-115.3521,23.7,37,19,2.57,CA,1689613989
550,ar rutbah,33.0381,40.2848,34.79,12,0,4.87,IQ,1689613990
551,petrovsk,52.3064,45.3917,17.03,81,34,3.4,RU,1689613990
552,kirakira,-10.4544,161.9205,25.5,86,100,2.01,SB,1689613990
553,papao,-17.75,-149.55,20.82,67,25,4.26,PF,1689613990
554,mirpur sakro,24.5474,67.6277,29.75,71,74,7.57,PK,1689613991
555,hurricane,37.1753,-113.2899,40.19,13,7,2.52,US,1689613991
556,ikongo,-21.8833,47.4333,18.33,98,44,0.97,MG,1689613991
557,south venice,27.0531,-82.4243,33.99,76,20,4.02,US,1689613992
558,palikir - national government center,6.9248,158.1611,25.41,94,75,0.0,FM,1689613992
559,jayapura,-2.5333,140.7,24.66,92,51,1.26,ID,1689613442
560,lajinha,-20.1514,-41.6228,29.23,36,1,2.25,BR,1689613992
561,rumonge,-3.9736,29.4386,23.86,52,98,1.64,BI,1689613992
562,'alaqahdari dishu,30.4374,63.313,37.04,7,0,2.12,AF,1689613993
563,dedza,-14.3779,34.3332,11.72,48,2,1.37,MW,1689613993
564,barra de santo antonio,-9.4047,-35.5072,26.6,76,31,5.5,BR,1689613893
565,trapani,37.8333,12.6667,37.93,31,0,2.57,IT,1689613993
566,bei'an,24.5399,109.533,26.08,77,100,8.24,CN,1689613994
567,chake chake,-5.2459,39.7666,24.53,77,5,6.46,TZ,1689613994
568,klaksvik,62.2266,-6.589,9.51,83,100,11.73,FO,1689613994
569,nuuk,64.1835,-51.7216,9.34,93,100,11.32,GL,1689613610
570,al khums,32.6486,14.2619,29.48,61,0,4.27,LY,1689613994
571,taltal,-25.4,-70.4833,18.86,66,4,2.84,CL,1689613698
572,metkovic,43.0542,17.6483,36.26,53,0,1.36,HR,1689613995
573,anapolis,-16.3267,-48.9528,30.26,39,75,2.57,BR,1689613995
574,newman,37.3138,-121.0208,33.36,20,62,0.35,US,1689613446
575,yangambi,0.8102,24.4336,27.35,57,79,1.0,CD,1689613996
576,la'ie,21.6477,-157.9253,26.98,79,38,1.34,US,1689613711
577,happy valley-goose bay,53.3168,-60.3315,20.17,94,100,3.09,CA,1689613741
